event_id,match_id,season_id,team_id,team_name,player_id,player_name,period,minute,second,play_pattern,location_x,location_y,distance_to_goal,angle_to_goal,n_teammates_in_frame,n_opponents_in_frame,keeper_x,keeper_y,under_pressure,first_time,open_goal,aerial_won,body_part_Head,body_part_Left Foot,body_part_Other,body_part_Right Foot,technique_Backheel,technique_Diving Header,technique_Half Volley,technique_Lob,technique_Normal,technique_Overhead Kick,technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty
544a1850-53d6-4fdd-9fd9-546b78d8eb94,7584,3,782,Belgium,5642,Axel Witsel,1,35,43,Regular Play,-1.0,0.632688927943761,0.816197856099104,-0.3493338977320897,0.0,0.5,-1.4666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0402e1c-19f1-480d-a02c-37163b468c00,7584,3,778,Japan,5690,Yuto Nagatomo,1,43,49,Regular Play,0.23076923076923078,-1.1247803163444638,0.1257931856072879,1.0515382571350067,-0.3333333333333333,0.0,1.1999999999999982,0.7407407407407399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d408f768-74b0-4959-820f-47e37a077f4c,7584,3,778,Japan,5697,Genki Haraguchi,2,47,19,From Counter,0.23076923076923078,0.9841827768014059,0.002736259816398992,-0.9823969830042275,-1.3333333333333333,-2.5,-1.4666666666666686,1.11111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152e4994-9b0c-418b-acb3-3581f44f7392,7584,3,782,Belgium,3621,Eden Hazard,2,48,48,Regular Play,-0.07692307692307693,0.49209138840070293,-0.09280485469770523,-0.4740587561049692,-0.6666666666666666,-1.0,0.5333333333333314,1.4814814814814798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89cf6138-5b1e-4922-9201-e369615bdacd,7584,3,782,Belgium,3621,Eden Hazard,2,48,49,Regular Play,0.3076923076923077,0.07029876977152899,-0.5892383140817383,-0.10821314332071322,-0.6666666666666666,-1.5,0.5333333333333314,1.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f8c6db52-fd2d-4629-b36b-6f33b3e95e10,7584,3,778,Japan,5687,Takashi Inui,2,51,34,From Keeper,-0.9230769230769231,-0.49209138840070293,0.699043342392272,0.28554099890638607,-0.3333333333333333,-0.5,0.5333333333333314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34d9edce-9dd8-4552-aaf6-7e8218407116,7584,3,782,Belgium,5633,Yannick Ferreira Carrasco,2,56,5,Regular Play,-0.3076923076923077,-0.9841827768014059,0.38435267412315544,0.7177137182461754,0.0,0.5,-0.13333333333333522,-0.37037037037036996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495ddbee-ae51-4c66-9e6c-c9c59ca86129,7584,3,778,Japan,5693,Gaku Shibasaki,2,58,40,Regular Play,0.07692307692307693,0.632688927943761,-0.14941407923003472,-0.6574573833592092,-0.6666666666666666,-1.0,0.5333333333333314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450f1c03-3926-442a-b622-037379c86922,7584,3,782,Belgium,3289,Romelu Lukaku Menama,2,61,44,Regular Play,0.6923076923076923,0.42179261862917394,-0.7602076102485177,-0.9511616041468335,-0.3333333333333333,-0.5,0.5333333333333314,1.11111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002e854-79ab-4c95-9d9f-1f6174442d28,7584,3,778,Japan,5697,Genki Haraguchi,2,63,58,Regular Play,0.3076923076923077,0.5623901581722319,-0.3788214238037114,-0.7325857876092483,0.0,-0.5,-0.13333333333333522,1.11111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c15b17d6-debe-41f6-bd86-26615a3076a3,7584,3,782,Belgium,3176,Thomas Meunier,2,65,6,Regular Play,-0.46153846153846156,0.9841827768014059,0.5072270524791325,-0.6630828717182722,0.3333333333333333,0.5,0.5333333333333314,1.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f17318f9-cf02-41c7-9837-8b1a43df5b57,7584,3,782,Belgium,3289,Romelu Lukaku Menama,2,67,59,Regular Play,0.46153846153846156,0.42179261862917394,-0.5930457355206358,-0.6986677954641795,0.0,-0.5,0.5333333333333314,1.4814814814814798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
